,Concessionaria,Periodo,Praca,lat,lon,Tipo,Eixos,Volume_total
0,Autopista Fernão Dias,2022-01-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,2.0,754718
1,Autopista Fernão Dias,2022-01-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,3.0,1904
2,Autopista Fernão Dias,2022-01-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,4.0,205
3,Autopista Fernão Dias,2022-01-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,2.0,54804
4,Autopista Fernão Dias,2022-01-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,3.0,35184
5,Autopista Fernão Dias,2022-01-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,4.0,20212
6,Autopista Fernão Dias,2022-01-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,5.0,13092
7,Autopista Fernão Dias,2022-01-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,6.0,17410
8,Autopista Fernão Dias,2022-01-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Motocicletas,2.0,23333
9,Autopista Fernão Dias,2022-01-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Veículos Oficiais,0.0,8126
10,Autopista Fernão Dias,2022-01-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,2.0,344949
11,Autopista Fernão Dias,2022-01-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,3.0,1563
12,Autopista Fernão Dias,2022-01-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,4.0,269
13,Autopista Fernão Dias,2022-01-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,2.0,43416
14,Autopista Fernão Dias,2022-01-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,3.0,36462
15,Autopista Fernão Dias,2022-01-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,4.0,29617
16,Autopista Fernão Dias,2022-01-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,5.0,20532
17,Autopista Fernão Dias,2022-01-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,6.0,29929
18,Autopista Fernão Dias,2022-01-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Motocicletas,2.0,8375
19,Autopista Fernão Dias,2022-01-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Veículos Oficiais,0.0,12854
20,Autopista Fernão Dias,2022-01-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,2.0,219546
21,Autopista Fernão Dias,2022-01-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,3.0,1230
22,Autopista Fernão Dias,2022-01-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,4.0,173
23,Autopista Fernão Dias,2022-01-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,2.0,30406
24,Autopista Fernão Dias,2022-01-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,3.0,30092
25,Autopista Fernão Dias,2022-01-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,4.0,24840
26,Autopista Fernão Dias,2022-01-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,5.0,17557
27,Autopista Fernão Dias,2022-01-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,6.0,27423
28,Autopista Fernão Dias,2022-01-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Motocicletas,2.0,4798
29,Autopista Fernão Dias,2022-01-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Veículos Oficiais,0.0,12393
30,Autopista Fernão Dias,2022-01-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,2.0,157872
31,Autopista Fernão Dias,2022-01-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,3.0,1131
32,Autopista Fernão Dias,2022-01-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,4.0,183
33,Autopista Fernão Dias,2022-01-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,2.0,24147
34,Autopista Fernão Dias,2022-01-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,3.0,29611
35,Autopista Fernão Dias,2022-01-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,4.0,23458
36,Autopista Fernão Dias,2022-01-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,5.0,16176
37,Autopista Fernão Dias,2022-01-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,6.0,29216
38,Autopista Fernão Dias,2022-01-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Motocicletas,2.0,2435
39,Autopista Fernão Dias,2022-01-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Veículos Oficiais,0.0,11833
40,Autopista Fernão Dias,2022-01-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,2.0,148200
41,Autopista Fernão Dias,2022-01-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,3.0,1054
42,Autopista Fernão Dias,2022-01-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,4.0,169
43,Autopista Fernão Dias,2022-01-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,2.0,22828
44,Autopista Fernão Dias,2022-01-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,3.0,28959
45,Autopista Fernão Dias,2022-01-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,4.0,22860
46,Autopista Fernão Dias,2022-01-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,5.0,15295
47,Autopista Fernão Dias,2022-01-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,6.0,28506
48,Autopista Fernão Dias,2022-01-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Motocicletas,2.0,2108
49,Autopista Fernão Dias,2022-01-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Veículos Oficiais,0.0,11222
50,Autopista Fernão Dias,2022-01-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,2.0,131029
51,Autopista Fernão Dias,2022-01-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,3.0,955
52,Autopista Fernão Dias,2022-01-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,4.0,168
53,Autopista Fernão Dias,2022-01-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,2.0,20427
54,Autopista Fernão Dias,2022-01-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,3.0,25489
55,Autopista Fernão Dias,2022-01-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,4.0,19165
56,Autopista Fernão Dias,2022-01-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,5.0,13451
57,Autopista Fernão Dias,2022-01-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,6.0,22768
58,Autopista Fernão Dias,2022-01-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Motocicletas,2.0,2126
59,Autopista Fernão Dias,2022-01-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Veículos Oficiais,0.0,7510
60,Autopista Fernão Dias,2022-01-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Automóvel / Caminhonete,2.0,131377
61,Autopista Fernão Dias,2022-01-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Automóvel / Caminhonete,3.0,926
62,Autopista Fernão Dias,2022-01-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Automóvel / Caminhonete,4.0,156
63,Autopista Fernão Dias,2022-01-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,2.0,21014
64,Autopista Fernão Dias,2022-01-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,3.0,24388
65,Autopista Fernão Dias,2022-01-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,4.0,18939
66,Autopista Fernão Dias,2022-01-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,5.0,13164
67,Autopista Fernão Dias,2022-01-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,6.0,22112
68,Autopista Fernão Dias,2022-01-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Motocicletas,2.0,3051
69,Autopista Fernão Dias,2022-01-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Veículos Oficiais,0.0,7194
70,Autopista Fernão Dias,2022-01-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Automóvel / Caminhonete,2.0,153677
71,Autopista Fernão Dias,2022-01-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Automóvel / Caminhonete,3.0,1139
72,Autopista Fernão Dias,2022-01-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Automóvel / Caminhonete,4.0,201
73,Autopista Fernão Dias,2022-01-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,2.0,23896
74,Autopista Fernão Dias,2022-01-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,3.0,25921
75,Autopista Fernão Dias,2022-01-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,4.0,19459
76,Autopista Fernão Dias,2022-01-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,5.0,13138
77,Autopista Fernão Dias,2022-01-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,6.0,20719
78,Autopista Fernão Dias,2022-01-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Motocicletas,2.0,2996
79,Autopista Fernão Dias,2022-01-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Veículos Oficiais,0.0,6598
80,Autopista Fernão Dias,2022-02-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,2.0,719243
81,Autopista Fernão Dias,2022-02-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,3.0,1945
82,Autopista Fernão Dias,2022-02-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,4.0,211
83,Autopista Fernão Dias,2022-02-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,2.0,55790
84,Autopista Fernão Dias,2022-02-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,3.0,35089
85,Autopista Fernão Dias,2022-02-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,4.0,21610
86,Autopista Fernão Dias,2022-02-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,5.0,13741
87,Autopista Fernão Dias,2022-02-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,6.0,17825
88,Autopista Fernão Dias,2022-02-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Motocicletas,2.0,27671
89,Autopista Fernão Dias,2022-02-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Veículos Oficiais,0.0,8398
90,Autopista Fernão Dias,2022-02-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,2.0,292067
91,Autopista Fernão Dias,2022-02-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,3.0,1343
92,Autopista Fernão Dias,2022-02-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,4.0,253
93,Autopista Fernão Dias,2022-02-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,2.0,41003
94,Autopista Fernão Dias,2022-02-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,3.0,35698
95,Autopista Fernão Dias,2022-02-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,4.0,30646
96,Autopista Fernão Dias,2022-02-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,5.0,20964
97,Autopista Fernão Dias,2022-02-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,6.0,31123
98,Autopista Fernão Dias,2022-02-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Motocicletas,2.0,9905
99,Autopista Fernão Dias,2022-02-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Veículos Oficiais,0.0,13687
100,Autopista Fernão Dias,2022-02-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,2.0,167902
101,Autopista Fernão Dias,2022-02-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,3.0,976
102,Autopista Fernão Dias,2022-02-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,4.0,169
103,Autopista Fernão Dias,2022-02-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,2.0,28278
104,Autopista Fernão Dias,2022-02-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,3.0,29165
105,Autopista Fernão Dias,2022-02-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,4.0,25140
106,Autopista Fernão Dias,2022-02-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,5.0,18033
107,Autopista Fernão Dias,2022-02-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,6.0,28450
108,Autopista Fernão Dias,2022-02-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Motocicletas,2.0,5143
109,Autopista Fernão Dias,2022-02-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Veículos Oficiais,0.0,13245
110,Autopista Fernão Dias,2022-02-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,2.0,109868
111,Autopista Fernão Dias,2022-02-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,3.0,848
112,Autopista Fernão Dias,2022-02-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,4.0,182
113,Autopista Fernão Dias,2022-02-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,2.0,22655
114,Autopista Fernão Dias,2022-02-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,3.0,28715
115,Autopista Fernão Dias,2022-02-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,4.0,23646
116,Autopista Fernão Dias,2022-02-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,5.0,16751
117,Autopista Fernão Dias,2022-02-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,6.0,30221
118,Autopista Fernão Dias,2022-02-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Motocicletas,2.0,2244
119,Autopista Fernão Dias,2022-02-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Veículos Oficiais,0.0,12651
120,Autopista Fernão Dias,2022-02-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,2.0,101557
121,Autopista Fernão Dias,2022-02-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,3.0,781
122,Autopista Fernão Dias,2022-02-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Automóvel / Caminhonete,4.0,143
123,Autopista Fernão Dias,2022-02-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,2.0,21958
124,Autopista Fernão Dias,2022-02-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,3.0,28324
125,Autopista Fernão Dias,2022-02-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,4.0,23324
126,Autopista Fernão Dias,2022-02-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,5.0,15992
127,Autopista Fernão Dias,2022-02-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Caminhão / Ônibus,6.0,29328
128,Autopista Fernão Dias,2022-02-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Motocicletas,2.0,1873
129,Autopista Fernão Dias,2022-02-01,"Praça 05 Br-381 Km-735,50",-21.5457,-45.240203,Veículos Oficiais,0.0,11991
130,Autopista Fernão Dias,2022-02-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,2.0,89957
131,Autopista Fernão Dias,2022-02-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,3.0,689
132,Autopista Fernão Dias,2022-02-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Automóvel / Caminhonete,4.0,137
133,Autopista Fernão Dias,2022-02-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,2.0,19543
134,Autopista Fernão Dias,2022-02-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,3.0,24707
135,Autopista Fernão Dias,2022-02-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,4.0,19583
136,Autopista Fernão Dias,2022-02-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,5.0,14098
137,Autopista Fernão Dias,2022-02-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Caminhão / Ônibus,6.0,23243
138,Autopista Fernão Dias,2022-02-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Motocicletas,2.0,1925
139,Autopista Fernão Dias,2022-02-01,"Praça 06 Br-381 Km-658,30",-21.000367,-44.966967,Veículos Oficiais,0.0,8032
140,Autopista Fernão Dias,2022-02-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Automóvel / Caminhonete,2.0,90096
141,Autopista Fernão Dias,2022-02-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Automóvel / Caminhonete,3.0,655
142,Autopista Fernão Dias,2022-02-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Automóvel / Caminhonete,4.0,123
143,Autopista Fernão Dias,2022-02-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,2.0,20164
144,Autopista Fernão Dias,2022-02-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,3.0,23521
145,Autopista Fernão Dias,2022-02-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,4.0,19244
146,Autopista Fernão Dias,2022-02-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,5.0,13775
147,Autopista Fernão Dias,2022-02-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Caminhão / Ônibus,6.0,22820
148,Autopista Fernão Dias,2022-02-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Motocicletas,2.0,2690
149,Autopista Fernão Dias,2022-02-01,"Praça 07 Br-381 Km-597,70",-20.591486,-44.701506,Veículos Oficiais,0.0,7701
150,Autopista Fernão Dias,2022-02-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Automóvel / Caminhonete,2.0,113057
151,Autopista Fernão Dias,2022-02-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Automóvel / Caminhonete,3.0,891
152,Autopista Fernão Dias,2022-02-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Automóvel / Caminhonete,4.0,170
153,Autopista Fernão Dias,2022-02-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,2.0,22072
154,Autopista Fernão Dias,2022-02-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,3.0,24893
155,Autopista Fernão Dias,2022-02-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,4.0,19701
156,Autopista Fernão Dias,2022-02-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,5.0,14002
157,Autopista Fernão Dias,2022-02-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Caminhão / Ônibus,6.0,21965
158,Autopista Fernão Dias,2022-02-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Motocicletas,2.0,2532
159,Autopista Fernão Dias,2022-02-01,"Praça 08 Br-381 Km-545,90",-20.268346,-44.423711,Veículos Oficiais,0.0,7314
160,Autopista Fernão Dias,2022-03-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,2.0,779438
161,Autopista Fernão Dias,2022-03-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,3.0,1922
162,Autopista Fernão Dias,2022-03-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Automóvel / Caminhonete,4.0,260
163,Autopista Fernão Dias,2022-03-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,2.0,62962
164,Autopista Fernão Dias,2022-03-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,3.0,40399
165,Autopista Fernão Dias,2022-03-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,4.0,25221
166,Autopista Fernão Dias,2022-03-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,5.0,16218
167,Autopista Fernão Dias,2022-03-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Caminhão / Ônibus,6.0,22326
168,Autopista Fernão Dias,2022-03-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Motocicletas,2.0,29242
169,Autopista Fernão Dias,2022-03-01,Praça 01 Br-381 Km-66,-23.322298,-46.581097,Veículos Oficiais,0.0,12108
170,Autopista Fernão Dias,2022-03-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,2.0,319368
171,Autopista Fernão Dias,2022-03-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,3.0,1460
172,Autopista Fernão Dias,2022-03-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Automóvel / Caminhonete,4.0,254
173,Autopista Fernão Dias,2022-03-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,2.0,46006
174,Autopista Fernão Dias,2022-03-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,3.0,40670
175,Autopista Fernão Dias,2022-03-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,4.0,36239
176,Autopista Fernão Dias,2022-03-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,5.0,24341
177,Autopista Fernão Dias,2022-03-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Caminhão / Ônibus,6.0,36968
178,Autopista Fernão Dias,2022-03-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Motocicletas,2.0,10964
179,Autopista Fernão Dias,2022-03-01,"Praça 02 Br-381 Km-7,20",-22.908685,-46.424877,Veículos Oficiais,0.0,17963
180,Autopista Fernão Dias,2022-03-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,2.0,182555
181,Autopista Fernão Dias,2022-03-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,3.0,1142
182,Autopista Fernão Dias,2022-03-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Automóvel / Caminhonete,4.0,213
183,Autopista Fernão Dias,2022-03-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,2.0,31653
184,Autopista Fernão Dias,2022-03-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,3.0,33234
185,Autopista Fernão Dias,2022-03-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,4.0,29315
186,Autopista Fernão Dias,2022-03-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,5.0,20884
187,Autopista Fernão Dias,2022-03-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Caminhão / Ônibus,6.0,34168
188,Autopista Fernão Dias,2022-03-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Motocicletas,2.0,5500
189,Autopista Fernão Dias,2022-03-01,"Praça 03 Br-381 Km-900,90",-22.628487,-46.07789,Veículos Oficiais,0.0,17608
190,Autopista Fernão Dias,2022-03-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,2.0,123736
191,Autopista Fernão Dias,2022-03-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,3.0,1003
192,Autopista Fernão Dias,2022-03-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Automóvel / Caminhonete,4.0,195
193,Autopista Fernão Dias,2022-03-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,2.0,25123
194,Autopista Fernão Dias,2022-03-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,3.0,32791
195,Autopista Fernão Dias,2022-03-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,4.0,27827
196,Autopista Fernão Dias,2022-03-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,5.0,19256
197,Autopista Fernão Dias,2022-03-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Caminhão / Ônibus,6.0,35980
198,Autopista Fernão Dias,2022-03-01,"Praça 04 Br-381 Km-805,20",-21.970441,-45.631188,Motocicletas,2.0,2906
