,Concessionaria,Periodo,Praca,lat,lon,Tipo,Eixos,Volume_total
10332,Msvia,2022-01-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Automóvel / Caminhonete,4.0,81
10333,Msvia,2022-01-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,2.0,3699
10334,Msvia,2022-01-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,3.0,3852
10335,Msvia,2022-01-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,4.0,3821
10336,Msvia,2022-01-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,5.0,2496
10337,Msvia,2022-01-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,6.0,7963
10338,Msvia,2022-01-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,7.0,5660
10339,Msvia,2022-01-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,8.0,57
10340,Msvia,2022-01-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,9.0,6282
10341,Msvia,2022-01-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,10.0,0
10342,Msvia,2022-01-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Motocicletas,2.0,1009
10343,Msvia,2022-01-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Automóvel / Caminhonete,2.0,37811
10344,Msvia,2022-01-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Automóvel / Caminhonete,3.0,295
10345,Msvia,2022-01-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Automóvel / Caminhonete,4.0,69
10346,Msvia,2022-01-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,2.0,2510
10347,Msvia,2022-01-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,3.0,3261
10348,Msvia,2022-01-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,4.0,3497
10349,Msvia,2022-01-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,5.0,2366
10350,Msvia,2022-01-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,6.0,7746
10351,Msvia,2022-01-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,7.0,5407
10352,Msvia,2022-01-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,8.0,134
10353,Msvia,2022-01-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,9.0,6219
10354,Msvia,2022-01-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,10.0,0
10355,Msvia,2022-01-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Motocicletas,2.0,1185
10356,Msvia,2022-02-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Automóvel / Caminhonete,2.0,31291
10357,Msvia,2022-02-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Automóvel / Caminhonete,3.0,271
10358,Msvia,2022-02-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Automóvel / Caminhonete,4.0,46
10359,Msvia,2022-02-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,2.0,3792
10360,Msvia,2022-02-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,3.0,3249
10361,Msvia,2022-02-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,4.0,4884
10362,Msvia,2022-02-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,5.0,2367
10363,Msvia,2022-02-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,6.0,6835
10364,Msvia,2022-02-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,7.0,6093
10365,Msvia,2022-02-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,8.0,23
10366,Msvia,2022-02-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,9.0,2679
10367,Msvia,2022-02-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,10.0,0
10368,Msvia,2022-02-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Motocicletas,2.0,1163
10369,Msvia,2022-02-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Automóvel / Caminhonete,2.0,34473
10370,Msvia,2022-02-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Automóvel / Caminhonete,3.0,300
10371,Msvia,2022-02-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Automóvel / Caminhonete,4.0,72
10372,Msvia,2022-02-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,2.0,4413
10373,Msvia,2022-02-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,3.0,3670
10374,Msvia,2022-02-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,4.0,4850
10375,Msvia,2022-02-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,5.0,2644
10376,Msvia,2022-02-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,6.0,6749
10377,Msvia,2022-02-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,7.0,6487
10378,Msvia,2022-02-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,8.0,113
10379,Msvia,2022-02-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,9.0,2917
10380,Msvia,2022-02-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,10.0,0
10381,Msvia,2022-02-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Motocicletas,2.0,1311
10382,Msvia,2022-02-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Automóvel / Caminhonete,2.0,43157
10383,Msvia,2022-02-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Automóvel / Caminhonete,3.0,317
10384,Msvia,2022-02-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Automóvel / Caminhonete,4.0,103
10385,Msvia,2022-02-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,2.0,5183
10386,Msvia,2022-02-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,3.0,4224
10387,Msvia,2022-02-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,4.0,4504
10388,Msvia,2022-02-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,5.0,2593
10389,Msvia,2022-02-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,6.0,6031
10390,Msvia,2022-02-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,7.0,5830
10391,Msvia,2022-02-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,8.0,34
10392,Msvia,2022-02-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,9.0,2648
10393,Msvia,2022-02-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,10.0,0
10394,Msvia,2022-02-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Motocicletas,2.0,1518
10395,Msvia,2022-02-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Automóvel / Caminhonete,2.0,47421
10396,Msvia,2022-02-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Automóvel / Caminhonete,3.0,379
10397,Msvia,2022-02-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Automóvel / Caminhonete,4.0,88
10398,Msvia,2022-02-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,2.0,5999
10399,Msvia,2022-02-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,3.0,4092
10400,Msvia,2022-02-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,4.0,3515
10401,Msvia,2022-02-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,5.0,2044
10402,Msvia,2022-02-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,6.0,5206
10403,Msvia,2022-02-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,7.0,3509
10404,Msvia,2022-02-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,8.0,39
10405,Msvia,2022-02-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,9.0,2109
10406,Msvia,2022-02-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,10.0,2
10407,Msvia,2022-02-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Motocicletas,2.0,1760
10408,Msvia,2022-02-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Automóvel / Caminhonete,2.0,46378
10409,Msvia,2022-02-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Automóvel / Caminhonete,3.0,413
10410,Msvia,2022-02-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Automóvel / Caminhonete,4.0,116
10411,Msvia,2022-02-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,2.0,6401
10412,Msvia,2022-02-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,3.0,5580
10413,Msvia,2022-02-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,4.0,5066
10414,Msvia,2022-02-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,5.0,3048
10415,Msvia,2022-02-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,6.0,8975
10416,Msvia,2022-02-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,7.0,7031
10417,Msvia,2022-02-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,8.0,97
10418,Msvia,2022-02-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,9.0,5054
10419,Msvia,2022-02-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,10.0,0
10420,Msvia,2022-02-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Motocicletas,2.0,1371
10421,Msvia,2022-02-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Automóvel / Caminhonete,2.0,55578
10422,Msvia,2022-02-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Automóvel / Caminhonete,3.0,456
10423,Msvia,2022-02-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Automóvel / Caminhonete,4.0,143
10424,Msvia,2022-02-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Caminhão / Ônibus,2.0,7002
10425,Msvia,2022-02-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Caminhão / Ônibus,3.0,5608
10426,Msvia,2022-02-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Caminhão / Ônibus,4.0,5602
10427,Msvia,2022-02-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Caminhão / Ônibus,5.0,3553
10428,Msvia,2022-02-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Caminhão / Ônibus,6.0,10014
10429,Msvia,2022-02-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Caminhão / Ônibus,7.0,7747
10430,Msvia,2022-02-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Caminhão / Ônibus,8.0,84
10431,Msvia,2022-02-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Caminhão / Ônibus,9.0,6646
10432,Msvia,2022-02-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Caminhão / Ônibus,10.0,0
10433,Msvia,2022-02-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Motocicletas,2.0,1206
10434,Msvia,2022-02-01,Praça 07 Br-163/Ms Km 605,-19.473376,-54.496991,Automóvel / Caminhonete,2.0,38294
10435,Msvia,2022-02-01,Praça 07 Br-163/Ms Km 605,-19.473376,-54.496991,Automóvel / Caminhonete,3.0,337
10436,Msvia,2022-02-01,Praça 07 Br-163/Ms Km 605,-19.473376,-54.496991,Automóvel / Caminhonete,4.0,126
10437,Msvia,2022-02-01,Praça 07 Br-163/Ms Km 605,-19.473376,-54.496991,Caminhão / Ônibus,2.0,5298
10438,Msvia,2022-02-01,Praça 07 Br-163/Ms Km 605,-19.473376,-54.496991,Caminhão / Ônibus,3.0,4516
10439,Msvia,2022-02-01,Praça 07 Br-163/Ms Km 605,-19.473376,-54.496991,Caminhão / Ônibus,4.0,4797
10440,Msvia,2022-02-01,Praça 07 Br-163/Ms Km 605,-19.473376,-54.496991,Caminhão / Ônibus,5.0,2975
10441,Msvia,2022-02-01,Praça 07 Br-163/Ms Km 605,-19.473376,-54.496991,Caminhão / Ônibus,6.0,8856
10442,Msvia,2022-02-01,Praça 07 Br-163/Ms Km 605,-19.473376,-54.496991,Caminhão / Ônibus,7.0,6969
10443,Msvia,2022-02-01,Praça 07 Br-163/Ms Km 605,-19.473376,-54.496991,Caminhão / Ônibus,8.0,64
10444,Msvia,2022-02-01,Praça 07 Br-163/Ms Km 605,-19.473376,-54.496991,Caminhão / Ônibus,9.0,6310
10445,Msvia,2022-02-01,Praça 07 Br-163/Ms Km 605,-19.473376,-54.496991,Caminhão / Ônibus,10.0,1
10446,Msvia,2022-02-01,Praça 07 Br-163/Ms Km 605,-19.473376,-54.496991,Motocicletas,2.0,923
10447,Msvia,2022-02-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Automóvel / Caminhonete,2.0,25370
10448,Msvia,2022-02-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Automóvel / Caminhonete,3.0,223
10449,Msvia,2022-02-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Automóvel / Caminhonete,4.0,67
10450,Msvia,2022-02-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,2.0,3625
10451,Msvia,2022-02-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,3.0,3466
10452,Msvia,2022-02-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,4.0,3536
10453,Msvia,2022-02-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,5.0,2507
10454,Msvia,2022-02-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,6.0,8076
10455,Msvia,2022-02-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,7.0,5920
10456,Msvia,2022-02-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,8.0,73
10457,Msvia,2022-02-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,9.0,5724
10458,Msvia,2022-02-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Caminhão / Ônibus,10.0,0
10459,Msvia,2022-02-01,"Praça 08 Br-163/Ms Km 704,3",-18.722782,-54.814951,Motocicletas,2.0,899
10460,Msvia,2022-02-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Automóvel / Caminhonete,2.0,20723
10461,Msvia,2022-02-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Automóvel / Caminhonete,3.0,226
10462,Msvia,2022-02-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Automóvel / Caminhonete,4.0,50
10463,Msvia,2022-02-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,2.0,2580
10464,Msvia,2022-02-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,3.0,2917
10465,Msvia,2022-02-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,4.0,3190
10466,Msvia,2022-02-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,5.0,2413
10467,Msvia,2022-02-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,6.0,8099
10468,Msvia,2022-02-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,7.0,5626
10469,Msvia,2022-02-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,8.0,104
10470,Msvia,2022-02-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,9.0,5783
10471,Msvia,2022-02-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Caminhão / Ônibus,10.0,0
10472,Msvia,2022-02-01,"Praça 09 Br-163/Ms Km 819,2",-17.766671,-54.750815,Motocicletas,2.0,942
10473,Msvia,2022-03-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Automóvel / Caminhonete,2.0,32654
10474,Msvia,2022-03-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Automóvel / Caminhonete,3.0,368
10475,Msvia,2022-03-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Automóvel / Caminhonete,4.0,67
10476,Msvia,2022-03-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,2.0,4241
10477,Msvia,2022-03-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,3.0,3341
10478,Msvia,2022-03-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,4.0,4198
10479,Msvia,2022-03-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,5.0,2134
10480,Msvia,2022-03-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,6.0,6810
10481,Msvia,2022-03-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,7.0,5508
10482,Msvia,2022-03-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,8.0,19
10483,Msvia,2022-03-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,9.0,3120
10484,Msvia,2022-03-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Caminhão / Ônibus,10.0,0
10485,Msvia,2022-03-01,"Praça 01 Br-163/Ms Km 28,2",-23.865169,-54.329788,Motocicletas,2.0,1181
10486,Msvia,2022-03-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Automóvel / Caminhonete,2.0,36378
10487,Msvia,2022-03-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Automóvel / Caminhonete,3.0,374
10488,Msvia,2022-03-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Automóvel / Caminhonete,4.0,86
10489,Msvia,2022-03-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,2.0,4820
10490,Msvia,2022-03-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,3.0,3797
10491,Msvia,2022-03-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,4.0,4321
10492,Msvia,2022-03-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,5.0,2363
10493,Msvia,2022-03-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,6.0,6781
10494,Msvia,2022-03-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,7.0,6564
10495,Msvia,2022-03-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,8.0,66
10496,Msvia,2022-03-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,9.0,3223
10497,Msvia,2022-03-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Caminhão / Ônibus,10.0,0
10498,Msvia,2022-03-01,Praça 02 Br-163/Ms Km 113,-23.167432,-54.19897,Motocicletas,2.0,1485
10499,Msvia,2022-03-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Automóvel / Caminhonete,2.0,46299
10500,Msvia,2022-03-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Automóvel / Caminhonete,3.0,431
10501,Msvia,2022-03-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Automóvel / Caminhonete,4.0,93
10502,Msvia,2022-03-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,2.0,5822
10503,Msvia,2022-03-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,3.0,4370
10504,Msvia,2022-03-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,4.0,4156
10505,Msvia,2022-03-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,5.0,2354
10506,Msvia,2022-03-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,6.0,6315
10507,Msvia,2022-03-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,7.0,5942
10508,Msvia,2022-03-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,8.0,31
10509,Msvia,2022-03-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,9.0,2909
10510,Msvia,2022-03-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Caminhão / Ônibus,10.0,0
10511,Msvia,2022-03-01,"Praça 03 Br-163/Ms Km 228,520",-22.476042,-54.860799,Motocicletas,2.0,1475
10512,Msvia,2022-03-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Automóvel / Caminhonete,2.0,50289
10513,Msvia,2022-03-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Automóvel / Caminhonete,3.0,519
10514,Msvia,2022-03-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Automóvel / Caminhonete,4.0,136
10515,Msvia,2022-03-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,2.0,6338
10516,Msvia,2022-03-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,3.0,4297
10517,Msvia,2022-03-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,4.0,3860
10518,Msvia,2022-03-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,5.0,2152
10519,Msvia,2022-03-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,6.0,5575
10520,Msvia,2022-03-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,7.0,3357
10521,Msvia,2022-03-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,8.0,44
10522,Msvia,2022-03-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,9.0,2524
10523,Msvia,2022-03-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Caminhão / Ônibus,10.0,0
10524,Msvia,2022-03-01,"Praça 04 Br-163/Ms Km 313,5",-21.865146,-54.528504,Motocicletas,2.0,1698
10525,Msvia,2022-03-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Automóvel / Caminhonete,2.0,48282
10526,Msvia,2022-03-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Automóvel / Caminhonete,3.0,502
10527,Msvia,2022-03-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Automóvel / Caminhonete,4.0,103
10528,Msvia,2022-03-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,2.0,7288
10529,Msvia,2022-03-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,3.0,6025
10530,Msvia,2022-03-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,4.0,5959
10531,Msvia,2022-03-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,5.0,3435
10532,Msvia,2022-03-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,6.0,9654
10533,Msvia,2022-03-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,7.0,7542
10534,Msvia,2022-03-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,8.0,168
10535,Msvia,2022-03-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,9.0,6033
10536,Msvia,2022-03-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Caminhão / Ônibus,10.0,0
10537,Msvia,2022-03-01,"Praça 05 Br-163/Ms Km 431,80",-20.882783,-54.504644,Motocicletas,2.0,1420
10538,Msvia,2022-03-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Automóvel / Caminhonete,2.0,58061
10539,Msvia,2022-03-01,"Praça 06 Br-163/Ms Km 535,2",-20.04,-54.41,Automóvel / Caminhonete,3.0,576
